criterion,feature_count,features,cv_pr_auc_mean,cv_pr_auc_sem,tokens_mean_per_sample,fit_time_mean_seconds
maximum_mean_cv_pr_auc,9,"feature_59,feature_129,feature_125,feature_205,feature_519,feature_477,feature_247,feature_130,feature_33",0.2445735138125397,0.015753937387345558,76.55583918315251,1.9636024634043376
one_standard_error_simplest,9,"feature_59,feature_129,feature_125,feature_205,feature_519,feature_477,feature_247,feature_130,feature_33",0.2445735138125397,0.015753937387345558,76.55583918315251,1.9636024634043376
